,Last Refresh: 2024-11-24 19:15:48,,,
Calendar Basis,,,,
Portfolio, ,원,,
Item, , ,,
Frequency,일간,KRW,,
Non-Trading Day,Previous,Asc,,
Include Weekend,ALL, ,,
Term,20071020,20241120,,
Symbol,I.001,I.101,I.201,I.253
Symbol Name,코스피,코스피 200,코스닥,코스닥 150
Kind,IDX,IDX,IDX,IDX
Item,I31000040F,I31000040F,I31000040F,I31000040F
Item Name,종가지수(포인트),종가지수(포인트),종가지수(포인트),종가지수(포인트)
Frequency,DAILY,DAILY,DAILY,DAILY
2018-08-04,"2,287.68",295.61,788.81,"1,295.07"
2018-08-05,"2,287.68",295.61,788.81,"1,295.07"
2018-08-06,"2,286.50",295.24,781.41,"1,275.95"
2018-08-07,"2,300.16",297.18,784.70,"1,284.75"
2018-08-08,"2,301.45",297.19,783.81,"1,280.26"
2018-08-09,"2,303.71",297.41,789.48,"1,297.40"
2018-08-10,"2,282.79",293.64,784.81,"1,290.31"
2018-08-11,"2,282.79",293.64,784.81,"1,290.31"
2018-08-12,"2,282.79",293.64,784.81,"1,290.31"
2018-08-13,"2,248.45",289.85,755.65,"1,239.24"
2018-08-14,"2,258.91",291.08,761.94,"1,253.34"
2018-08-15,"2,258.91",291.08,761.94,"1,253.34"
2018-08-16,"2,240.80",288.24,761.18,"1,252.37"
2018-08-17,"2,247.05",288.57,772.30,"1,276.40"
2018-08-18,"2,247.05",288.57,772.30,"1,276.40"
2018-08-19,"2,247.05",288.57,772.30,"1,276.40"
2018-08-20,"2,247.88",288.61,769.78,"1,266.92"
2018-08-21,"2,270.06",291.93,787.15,"1,309.58"
2018-08-22,"2,273.33",293.00,785.95,"1,298.84"
2018-08-23,"2,282.60",294.29,791.28,"1,313.64"
2018-08-24,"2,293.21",295.54,798.23,"1,331.10"
2018-08-25,"2,293.21",295.54,798.23,"1,331.10"
2018-08-26,"2,293.21",295.54,798.23,"1,331.10"
2018-08-27,"2,299.30",296.83,801.04,"1,343.91"
2018-08-28,"2,303.12",297.22,798.17,"1,332.59"
2018-08-29,"2,309.03",298.05,803.18,"1,342.81"
2018-08-30,"2,307.35",298.05,804.47,"1,343.57"
2018-08-31,"2,322.88",300.07,816.97,"1,376.46"
2018-09-01,"2,322.88",300.07,816.97,"1,376.46"
2018-09-02,"2,322.88",300.07,816.97,"1,376.46"
2018-09-03,"2,307.03",297.49,816.84,"1,373.98"
2018-09-04,"2,315.72",298.80,827.27,"1,400.21"
2018-09-05,"2,291.77",294.96,820.00,"1,377.39"
2018-09-06,"2,287.61",294.28,815.18,"1,368.64"
2018-09-07,"2,281.58",292.86,818.86,"1,371.07"
2018-09-08,"2,281.58",292.86,818.86,"1,371.07"
2018-09-09,"2,281.58",292.86,818.86,"1,371.07"
2018-09-10,"2,288.66",293.70,816.16,"1,367.90"
2018-09-11,"2,283.20",292.46,820.23,"1,379.72"
2018-09-12,"2,282.92",292.35,826.33,"1,400.28"
2018-09-13,"2,286.23",292.42,830.95,"1,410.33"
2018-09-14,"2,318.25",297.29,834.91,"1,422.65"
2018-09-15,"2,318.25",297.29,834.91,"1,422.65"
2018-09-16,"2,318.25",297.29,834.91,"1,422.65"
2018-09-17,"2,303.01",295.23,828.88,"1,414.55"
2018-09-18,"2,308.98",296.10,831.85,"1,423.37"
2018-09-19,"2,308.46",296.64,826.91,"1,421.10"
2018-09-20,"2,323.45",299.04,821.13,"1,410.28"
2018-09-21,"2,339.17",300.81,827.84,"1,419.03"
2018-09-22,"2,339.17",300.81,827.84,"1,419.03"
2018-09-23,"2,339.17",300.81,827.84,"1,419.03"
2018-09-24,"2,339.17",300.81,827.84,"1,419.03"
2018-09-25,"2,339.17",300.81,827.84,"1,419.03"
2018-09-26,"2,339.17",300.81,827.84,"1,419.03"
2018-09-27,"2,355.43",302.59,833.01,"1,428.55"
2018-09-28,"2,343.07",300.51,822.27,"1,411.73"
2018-09-29,"2,343.07",300.51,822.27,"1,411.73"
2018-09-30,"2,343.07",300.51,822.27,"1,411.73"
2018-10-01,"2,338.88",300.17,816.53,"1,401.06"
2018-10-02,"2,309.57",296.53,794.99,"1,348.50"
2018-10-03,"2,309.57",296.53,794.99,"1,348.50"
2018-10-04,"2,274.49",291.78,789.00,"1,343.37"
2018-10-05,"2,267.52",291.28,773.70,"1,310.87"
2018-10-06,"2,267.52",291.28,773.70,"1,310.87"
2018-10-07,"2,267.52",291.28,773.70,"1,310.87"
2018-10-08,"2,253.83",289.91,767.15,"1,297.40"
2018-10-09,"2,253.83",289.91,767.15,"1,297.40"
2018-10-10,"2,228.61",287.85,747.50,"1,278.35"
2018-10-11,"2,129.67",275.15,707.38,"1,221.54"
2018-10-12,"2,161.85",279.37,731.50,"1,273.67"
2018-10-13,"2,161.85",279.37,731.50,"1,273.67"
2018-10-14,"2,161.85",279.37,731.50,"1,273.67"
2018-10-15,"2,145.12",277.19,718.87,"1,234.17"
2018-10-16,"2,145.12",276.90,731.50,"1,257.53"
2018-10-17,"2,167.51",280.05,739.15,"1,268.82"
2018-10-18,"2,148.31",277.48,731.34,"1,245.72"
2018-10-19,"2,156.26",278.63,740.48,"1,274.33"
2018-10-20,"2,156.26",278.63,740.48,"1,274.33"
2018-10-21,"2,156.26",278.63,740.48,"1,274.33"
2018-10-22,"2,161.71",279.40,744.15,"1,284.09"
2018-10-23,"2,106.10",272.54,719.00,"1,235.50"
2018-10-24,"2,097.58",271.36,699.30,"1,203.59"
2018-10-25,"2,063.30",266.72,686.84,"1,189.48"
2018-10-26,"2,027.15",262.69,663.07,"1,148.40"
2018-10-27,"2,027.15",262.69,663.07,"1,148.40"
2018-10-28,"2,027.15",262.69,663.07,"1,148.40"
2018-10-29,"1,996.05",260.19,629.70,"1,114.83"
2018-10-30,"2,014.69",262.47,644.14,"1,142.22"
2018-10-31,"2,029.69",264.01,648.67,"1,124.49"
2018-11-01,"2,024.46",262.95,657.46,"1,125.97"
2018-11-02,"2,096.00",272.56,690.65,"1,192.66"
2018-11-03,"2,096.00",272.56,690.65,"1,192.66"
2018-11-04,"2,096.00",272.56,690.65,"1,192.66"
2018-11-05,"2,076.92",270.07,691.94,"1,195.20"
2018-11-06,"2,089.62",271.57,691.55,"1,189.95"
2018-11-07,"2,078.69",270.45,682.37,"1,173.07"
2018-11-08,"2,092.63",272.11,693.67,"1,185.18"
2018-11-09,"2,086.09",271.33,687.29,"1,164.40"
2018-11-10,"2,086.09",271.33,687.29,"1,164.40"
2018-11-11,"2,086.09",271.33,687.29,"1,164.40"
2018-11-12,"2,080.44",271.57,670.82,"1,122.05"
2018-11-13,"2,071.23",269.70,670.85,"1,125.62"
2018-11-14,"2,068.05",268.88,671.56,"1,127.61"
2018-11-15,"2,088.06",271.54,681.38,"1,156.18"
2018-11-16,"2,092.40",271.65,690.18,"1,173.67"
2018-11-17,"2,092.40",271.65,690.18,"1,173.67"
2018-11-18,"2,092.40",271.65,690.18,"1,173.67"
2018-11-19,"2,100.56",272.31,702.13,"1,202.19"
2018-11-20,"2,082.58",269.58,690.81,"1,173.45"
2018-11-21,"2,076.55",268.27,695.72,"1,186.22"
2018-11-22,"2,069.95",267.76,692.39,"1,182.87"
2018-11-23,"2,057.48",266.33,683.06,"1,165.19"
2018-11-24,"2,057.48",266.33,683.06,"1,165.19"
2018-11-25,"2,057.48",266.33,683.06,"1,165.19"
2018-11-26,"2,083.02",269.79,695.36,"1,193.87"
2018-11-27,"2,099.42",272.08,700.67,"1,200.95"
2018-11-28,"2,108.22",273.45,700.12,"1,197.40"
2018-11-29,"2,114.10",274.16,695.48,"1,184.65"
2018-11-30,"2,096.86",271.35,695.76,"1,186.63"
2018-12-01,"2,096.86",271.35,695.76,"1,186.63"
2018-12-02,"2,096.86",271.35,695.76,"1,186.63"
2018-12-03,"2,131.93",276.18,709.46,"1,222.07"
2018-12-04,"2,114.35",273.29,708.63,"1,214.85"
2018-12-05,"2,101.31",271.49,701.12,"1,200.31"
2018-12-06,"2,068.69",267.18,678.38,"1,157.83"
2018-12-07,"2,075.76",268.28,685.33,"1,176.13"
2018-12-08,"2,075.76",268.28,685.33,"1,176.13"
2018-12-09,"2,075.76",268.28,685.33,"1,176.13"
2018-12-10,"2,053.79",265.35,670.39,"1,151.03"
2018-12-11,"2,052.97",264.69,661.01,"1,130.87"
2018-12-12,"2,082.57",268.47,676.48,"1,165.97"
2018-12-13,"2,095.55",269.41,681.78,"1,169.43"
2018-12-14,"2,069.38",265.55,666.34,"1,131.89"
2018-12-15,"2,069.38",265.55,666.34,"1,131.89"
2018-12-16,"2,069.38",265.55,666.34,"1,131.89"
2018-12-17,"2,071.09",266.33,661.90,"1,125.88"
2018-12-18,"2,062.11",265.18,659.67,"1,123.07"
2018-12-19,"2,078.84",267.31,672.08,"1,154.45"
2018-12-20,"2,060.12",264.81,668.13,"1,149.36"
2018-12-21,"2,061.49",265.06,673.64,"1,162.00"
2018-12-22,"2,061.49",265.06,673.64,"1,162.00"
2018-12-23,"2,061.49",265.06,673.64,"1,162.00"
2018-12-24,"2,055.01",264.45,669.79,"1,156.80"
2018-12-25,"2,055.01",264.45,669.79,"1,156.80"
2018-12-26,"2,028.01",260.98,665.74,"1,166.62"
2018-12-27,"2,028.44",260.57,667.88,"1,160.96"
2018-12-28,"2,041.04",261.98,675.65,"1,166.25"
2018-12-29,"2,041.04",261.98,675.65,"1,166.25"
2018-12-30,"2,041.04",261.98,675.65,"1,166.25"
2018-12-31,"2,041.04",261.98,675.65,"1,166.25"
2019-01-01,"2,041.04",261.98,675.65,"1,166.25"
2019-01-02,"2,010.00",258.23,669.37,"1,144.41"
2019-01-03,"1,993.70",255.77,657.02,"1,114.62"
2019-01-04,"2,010.25",257.89,664.49,"1,131.90"
2019-01-05,"2,010.25",257.89,664.49,"1,131.90"
2019-01-06,"2,010.25",257.89,664.49,"1,131.90"
2019-01-07,"2,037.10",261.57,672.84,"1,141.01"
2019-01-08,"2,025.27",259.65,668.49,"1,130.92"
2019-01-09,"2,064.71",265.60,679.74,"1,148.07"
2019-01-10,"2,063.28",265.55,683.34,"1,154.02"
2019-01-11,"2,075.57",267.13,686.33,"1,154.09"
2019-01-12,"2,075.57",267.13,686.33,"1,154.09"
2019-01-13,"2,075.57",267.13,686.33,"1,154.09"
2019-01-14,"2,064.52",264.99,683.09,"1,138.70"
2019-01-15,"2,097.18",269.93,690.39,"1,149.42"
2019-01-16,"2,106.10",271.23,693.38,"1,146.93"
2019-01-17,"2,107.06",271.88,686.35,"1,128.28"
2019-01-18,"2,124.28",273.88,696.34,"1,148.06"
2019-01-19,"2,124.28",273.88,696.34,"1,148.06"
2019-01-20,"2,124.28",273.88,696.34,"1,148.06"
2019-01-21,"2,124.61",274.00,695.62,"1,139.54"
2019-01-22,"2,117.77",272.71,694.55,"1,140.36"
2019-01-23,"2,127.78",273.87,695.63,"1,136.34"
2019-01-24,"2,145.03",276.61,704.41,"1,155.57"
2019-01-25,"2,177.73",281.67,711.38,"1,167.59"
2019-01-26,"2,177.73",281.67,711.38,"1,167.59"
2019-01-27,"2,177.73",281.67,711.38,"1,167.59"
2019-01-28,"2,177.30",281.64,714.26,"1,176.89"
2019-01-29,"2,183.36",283.00,710.99,"1,173.42"
2019-01-30,"2,206.20",286.62,715.30,"1,184.45"
2019-01-31,"2,204.85",285.89,716.86,"1,191.47"
2019-02-01,"2,203.46",285.79,716.92,"1,191.56"
2019-02-02,"2,203.46",285.79,716.92,"1,191.56"
2019-02-03,"2,203.46",285.79,716.92,"1,191.56"
2019-02-04,"2,203.46",285.79,716.92,"1,191.56"
2019-02-05,"2,203.46",285.79,716.92,"1,191.56"
2019-02-06,"2,203.46",285.79,716.92,"1,191.56"
2019-02-07,"2,203.42",285.65,728.79,"1,216.85"
2019-02-08,"2,177.05",281.49,728.74,"1,213.97"
2019-02-09,"2,177.05",281.49,728.74,"1,213.97"
2019-02-10,"2,177.05",281.49,728.74,"1,213.97"
2019-02-11,"2,180.73",282.10,733.47,"1,226.74"
2019-02-12,"2,190.47",283.69,730.58,"1,217.52"
2019-02-13,"2,201.48",284.97,739.91,"1,234.64"
2019-02-14,"2,225.85",288.68,742.27,"1,236.50"
2019-02-15,"2,196.09",283.98,738.66,"1,229.34"
2019-02-16,"2,196.09",283.98,738.66,"1,229.34"
2019-02-17,"2,196.09",283.98,738.66,"1,229.34"
2019-02-18,"2,210.89",285.90,745.33,"1,240.93"
2019-02-19,"2,205.63",284.91,748.05,"1,248.58"
2019-02-20,"2,229.76",288.40,750.69,"1,253.83"
2019-02-21,"2,228.66",288.41,747.33,"1,246.13"
2019-02-22,"2,230.50",288.74,743.38,"1,239.34"
2019-02-23,"2,230.50",288.74,743.38,"1,239.34"
2019-02-24,"2,230.50",288.74,743.38,"1,239.34"
2019-02-25,"2,232.56",289.00,750.40,"1,252.65"
2019-02-26,"2,226.60",287.89,747.09,"1,248.18"
2019-02-27,"2,234.79",288.76,752.16,"1,259.31"
2019-02-28,"2,195.44",283.80,731.25,"1,235.26"
2019-03-01,"2,195.44",283.80,731.25,"1,235.26"
2019-03-02,"2,195.44",283.80,731.25,"1,235.26"
2019-03-03,"2,195.44",283.80,731.25,"1,235.26"
2019-03-04,"2,190.66",282.51,748.07,"1,268.22"
2019-03-05,"2,179.23",280.45,747.95,"1,267.45"
2019-03-06,"2,175.60",279.85,746.70,"1,253.33"
2019-03-07,"2,165.79",278.87,736.83,"1,228.91"
2019-03-08,"2,137.44",274.84,735.97,"1,229.67"
2019-03-09,"2,137.44",274.84,735.97,"1,229.67"
2019-03-10,"2,137.44",274.84,735.97,"1,229.67"
2019-03-11,"2,138.10",275.06,739.09,"1,242.46"
2019-03-12,"2,157.18",277.73,754.76,"1,273.15"
2019-03-13,"2,148.41",276.00,754.89,"1,271.08"
2019-03-14,"2,155.68",276.64,755.42,"1,255.83"
2019-03-15,"2,176.11",279.87,748.36,"1,243.19"
2019-03-16,"2,176.11",279.87,748.36,"1,243.19"
2019-03-17,"2,176.11",279.87,748.36,"1,243.19"
2019-03-18,"2,179.49",279.93,753.13,"1,243.48"
2019-03-19,"2,177.62",279.82,748.91,"1,227.91"
2019-03-20,"2,177.10",279.92,749.76,"1,232.31"
2019-03-21,"2,184.88",282.38,743.52,"1,218.58"
2019-03-22,"2,186.95",283.13,743.97,"1,219.13"
2019-03-23,"2,186.95",283.13,743.97,"1,219.13"
2019-03-24,"2,186.95",283.13,743.97,"1,219.13"
2019-03-25,"2,144.86",277.45,727.21,"1,187.76"
2019-03-26,"2,148.80",277.60,736.81,"1,204.26"
2019-03-27,"2,145.62",277.28,728.45,"1,182.25"
2019-03-28,"2,128.10",275.08,719.72,"1,170.28"
2019-03-29,"2,140.67",276.48,729.31,"1,193.90"
2019-03-30,"2,140.67",276.48,729.31,"1,193.90"
2019-03-31,"2,140.67",276.48,729.31,"1,193.90"
2019-04-01,"2,168.28",280.32,736.81,"1,199.62"
2019-04-02,"2,177.18",281.72,739.57,"1,202.53"
2019-04-03,"2,203.27",285.65,749.30,"1,223.66"
2019-04-04,"2,206.53",286.15,751.58,"1,221.41"
2019-04-05,"2,209.61",286.68,751.71,"1,212.35"
2019-04-06,"2,209.61",286.68,751.71,"1,212.35"
2019-04-07,"2,209.61",286.68,751.71,"1,212.35"
2019-04-08,"2,210.60",286.38,751.92,"1,210.48"
2019-04-09,"2,213.56",286.71,756.81,"1,216.07"
2019-04-10,"2,224.39",287.92,760.15,"1,221.16"
2019-04-11,"2,224.44",287.42,766.49,"1,232.64"
2019-04-12,"2,233.45",288.37,767.85,"1,228.01"
2019-04-13,"2,233.45",288.37,767.85,"1,228.01"
2019-04-14,"2,233.45",288.37,767.85,"1,228.01"
2019-04-15,"2,242.88",289.38,766.75,"1,225.51"
2019-04-16,"2,248.63",290.62,765.02,"1,227.66"
2019-04-17,"2,245.89",290.33,766.89,"1,227.87"
2019-04-18,"2,213.77",285.82,753.52,"1,200.27"
2019-04-19,"2,216.15",285.89,762.57,"1,219.08"
2019-04-20,"2,216.15",285.89,762.57,"1,219.08"
